gripper	,150
movej	,0.1	,0.2	,0.0,0.371926,0,-1.76311,0,-1.9602,0
movej	,0.1	,0.2	,0.396082,0.371926,0,-1.76311,0,-1.9602,0
movej	,0.1	,0.2	,0.396082,0.371926,0,-1.76311,0,-0.353223,0
movej	,0.1	,0.2	,0.390264,-0.0298423,0.0332817,-1.37863,-0.0987053,-0.340475,0.0977222

movej	,0.1	,0.2	,0.380207	,-0.0298359	,0.033281	,-1.44803	,-0.0987053	,-0.226975	,0.0977146
movej	,0.1	,0.2	,0.380207	,-0.0298359	,0.033281	,-1.44803	,-0.0987053	,-0.18483	,0.0977146
movej	,0.1	,0.2	,0.380207	,-0.0298359	,0.033281	,-1.44803	,-0.0987053	,-0.271038	,0.0977146
movej	,0.1	,0.2	,0.380207	,-0.0298359	,0.033281	,-1.44803	,-0.0987053	,-0.233756	,0.0977146
movej	,0.1	,0.2	,0.380207	,0.0497037	,0.033281	,-1.44803	,-0.0987053	,-0.384811	,0.0977146
movej	,0.1	,0.2	,0.380207	,0.368799	,0.033281	,-1.53334	,0.0775935	,-1.48921	,0.0977146
movej	,0.1	,0.2	,0.380207	,0.368799	,0.033281	,-1.61803	,0.0775935	,-2.02658	,0.0977146
movej	,0.1	,0.2	,0.0,0.371926,0,-1.76311,0,-1.9602,0
