gripper	,120
movej	,0.1	,0.2	,0.0	,0.371926	,0	,-1.76311	,0	,-1.9602	,0
movej	,0.1	,0.2	,-0.79312	,0.397696	,0.109156	,-1.71475	,0.0695921	,-1.89537	,0.138389
movej	,0.1	,0.2	,-0.79312	,0.397696	,0.109156	,-1.71475	,0.0695921	,-1.31659	,0.138389
movej	,0.1	,0.2	,-0.550997	,0.18744	,0.109156	,-1.71475	,0.0695921	,-0.537403	,0.138389
movej	,0.1	,0.2	,-0.236214	,0.18744	,0.109156	,-1.71475	,0.0681471	,-0.270027	,1.41946
movej	,0.1	,0.2	,-0.245168	,0.17341	,0.120724	,-1.73753	,0.0650727	,-0.0841235	,1.42292

gripper	,210
movej	,0.1	,0.2	,-0.245168	,0.17341	,0.120724	,-1.73753	,0.0650727	,-0.0841235	,0.821613
movej	,0.1	,0.2	,-0.245168	,0.17341	,0.120724	,-1.73753	,0.0650727	,-0.0841235	,1.41775

gripper	,120
movej	,0.1	,0.2	,-0.245168	,0.17341	,0.120724	,-1.69604	,0.0650727	,-0.220263	,1.41775
movej	,0.1	,0.2	,-0.245168	,0.17341	,0.120724	,-1.49625	,0.0650727	,-0.817329	,1.41775
movej	,0.1	,0.2	,-0.607276	,0.17341	,0.120724	,-1.49625	,0.0650727	,-0.817329	,1.41775
movej	,0.1	,0.2	,-0.679805	,0.17341	,0.120724	,-1.32554	,0.0650727	,-1.56331	,1.41775
movej	,0.1	,0.2	,-0.679805	,0.17341	,0.120724	,-1.53018	,0.0650727	,-2.10596	,1.41775
movej	,0.1	,0.2	,0.0	,0.371926	,0	,-1.76311	,0	,-1.9602	,0
